6139,.,O
6140,Wilde,B-ORG
6141,Flowers,I-ORG
6142,(,O
6143,Kevin,B-PER
6144,Ayers,I-PER
6145,",",O
6146,Robert,B-PER
6147,Wyatt,I-PER
6148,",",O
6149,Hugh,B-PER
6150,Hopper,I-PER
6151,társaságában,O
6152,),O
6153,',O
6154,'',O
6155,Aprilia,B-ORG
6156,'',O
6157,',O
6158,Egyike,O
6159,annak,O
6160,a,O
6161,15,O
6162,csapatnak,O
6163,",",O
6164,amely,O
6165,a,O
6166,San,B-ORG
6167,Marinó-i,I-ORG
6168,labdarúgó-bajnokságot,I-ORG
6169,alkotja,O
6170,.,O
6171,Bøurból,B-LOC
6172,és,O
6173,Gásadalurból,B-LOC
6174,is,O
6175,szép,O
6176,kilátás,O
6177,nyílik,O
6178,rá,O
6179,.,O
6180,A,O
6181,Calgary,B-ORG
6182,Flames-ben,I-ORG
6183,",",O
6184,a,O
6185,St.,B-ORG
6186,Louis,I-ORG
6187,Blues-ban,I-ORG
6188,",",O
6189,a,O
6190,Dallas,B-ORG
6191,Stars-ban,I-ORG
6192,",",O
6193,a,O
6194,Detroit,B-ORG
6195,Red,I-ORG
6196,Wings-ben,I-ORG
6197,és,O
6198,a,O
6199,Phoenix,B-ORG
6200,Coyotes-ban,I-ORG
6201,játszott,O
6202,pályafutása,O
6203,során,O
6204,.,O
6205,Oleg,B-PER
6206,Valerjevics,I-PER
6207,Kotov,I-PER
6208,parancsnok,O
6209,",",O
6210,',O
6211,'',O
6212,Borisz,B-PER
6213,Gelfand,I-PER
6214,'',O
6215,',O
6216,',O
6217,'',O
6218,Gilles,B-PER
6219,Simon,I-PER
6220,'',O
6221,'7–5,O
6222,",",O
6223,7–6,O
6224,(,O
6225,4,O
6226,),O
6227,Keletről,O
6228,Nemesócsa,B-LOC
6229,és,O
6230,Nagykeszi,B-LOC
6231,",",O
6232,délről,O
6233,Komáromfüss,B-LOC
6234,",",O
6235,nyugatról,O
6236,Csicsó,B-LOC
6237,",",O
6238,északról,O
6239,Gellér,B-LOC
6240,és,O
6241,Bogya,B-LOC
6242,községek,O
6243,határolják,O
6244,közigazgatásilag,O
6245,.,O
6246,Yannick,B-PER
6247,Dalmas,I-PER
6248,első,O
6249,versenye,O
6250,.,O
6251,Ez,O
6252,volt,O
6253,a,O
6254,hazánkban,O
6255,kiadott,O
6256,legelső,O
6257,X-men-cselekmény,O
6258,",",O
6259,ami,O
6260,eredetileg,O
6261,a,O
6262,The,B-ORG
6263,Uncanny,I-ORG
6264,X-men,I-ORG
6265,'',O
6266,159,O
6267,számában,O
6268,jelent,O
6269,meg,O
6270,.,O
6271,ÁTIRÁNYÍTÁS,O
6272,A,B-PER
6273,zsoltárok,I-PER
6274,könyve,I-PER
6275,',O
6276,'',O
6277,Reg,B-PER
6278,Parnell,I-PER
6279,'',O
6280,',O
6281,'',O
6282,Dornhan,B-LOC
6283,'',O
6284,',O
6285,**,O
6286,Az,O
6287,Egyesült,B-LOC
6288,Államok,I-LOC
6289,kinyilvánítja,O
6290,semlegességét,O
6291,.,O
6292,',O
6293,'',O
6294,Varsó,B-LOC
6295,'',O
6296,',O
6297,",",O
6298,Lengyelország,B-LOC
6299,A,O
6300,La,B-ORG
6301,Chaire-à-Calvin,I-ORG
6302,menedék,I-ORG
6303,frízével,O
6304,mutat,O
6305,sok,O
6306,hasonlóságot,O
6307,témájában,O
6308,",",O
6309,technikájában,O
6310,.,O
6311,80px]],O
6312,'',O
6313,Michigan,B-LOC
6314,'',O
6315,',O
6316,),O
6317,Magyar,B-ORG
6318,Posta,I-ORG
6319,Oktatási,O
6320,Központ,O
6321,ÁTIRÁNYÍTÁS,O
6322,Délvidék,B-LOC
6323,magyar,I-LOC
6324,uralom,I-LOC
6325,alatt,I-LOC
6326,1941–1944,I-LOC
6327,Ő,O
6328,Arkansasban,B-LOC
6329,helyezkedett,O
6330,el,O
6331,",",O
6332,egy,O
6333,földmunkálatokat,O
6334,végző,O
6335,vállalatnál,O
6336,.,O
6337,Valletta,B-ORG
6338,FC,I-ORG
6339,(,O
6340,"2,616",O
6341,),O
6342,A,O
6343,Kis-Antillákon,B-LOC
6344,található,O
6345,szigeteket,O
6346,a,O
6347,Szél,B-LOC
6348,felőli,I-LOC
6349,szigetek,I-LOC
6350,szócikk,O
6351,tárgyalja,O
6352,.,O
6353,ÁTIRÁNYÍTÁS,O
6354,Vosztok,B-ORG
6355,Öszkemen,I-ORG
6356,FK,I-ORG
6357,',O
6358,'',O
6359,Jack,B-PER
6360,Palance,I-PER
6361,'',O
6362,',O
6363,',O
6364,'',O
6365,Turay,B-PER
6366,József,I-PER
6367,'',O
6368,',O
6369,',O
6370,'',O
6371,Koppenhága,B-LOC
6372,'',O
6373,',O
6374,",",O
6375,Dánia,B-LOC
6376,A,B-ORG
6377,Tottenham,I-ORG
6378,Hotspur,I-ORG
6379,2007–2008-as,I-ORG
6380,szezonja,I-ORG
6381,Pierre,B-PER
6382,Abélard,I-PER
6383,",",O
6384,a,O
6385,legkorábbi,O
6386,skolasztikus,B-ORG
6387,filozófusok,I-ORG
6388,egyike,O
6389,.,O
6390,Toshiba,B-ORG
6391,eBridge,O
6392,grafikus,O
6393,feldolgozója,O
6394,Az,O
6395,utóbbi,O
6396,versenyző,O
6397,Jerezben,B-ORG
6398,súlyos,O
6399,balesetet,O
6400,szenvedett,O
6401,és,O
6402,kénytelen,O
6403,volt,O
6404,befejezni,O
6405,F1-es,O
6406,pályafutását,O
6407,.,O
6408,*Tiszabecs,O
6409,(,O
6410,Magyarország,B-LOC
6411,),O
6412,-,O
6413,baráti,O
6414,vendégszereplés,O
6415,.,O
6416,A,O
6417,',O
6418,'',O
6419,Salamon-szigetek,B-LOC
6420,'',O
6421,',O
6422,a,O
6423,Szingapúrban,B-LOC
6424,megrendezett,O
6425,',O
6426,'',O
6427,2010.,B-ORG
6428,évi,I-ORG
6429,nyári,I-ORG
6430,ifjúsági,I-ORG
6431,olimpiai,I-ORG
6432,játékok,I-ORG
6433,'',O
6434,',O
6435,egyik,O
6436,részt,O
6437,vevő,O
6438,nemzete,O
6439,volt,O
6440,.,O
6441,Ocskó,B-LOC
6442,(,O
6443,Očkov,O
6444,),O
6445,Zenei,O
6446,hanganyagok,O
6447,feltöltése,O
6448,MP3,B-ORG
6449,formátumban,O
6450,a,O
6451,MySpaceMusic,O
6452,felhasználóinak,O
6453,is,O
6454,elérhető,O
6455,.,O
6456,Belsejében,O
6457,eredetileg,O
6458,egy,O
6459,Szent,B-PER
6460,Anna,I-PER
6461,oltárkép,O
6462,volt,O
6463,található,O
6464,.,O
6465,III.,B-PER
6466,Richárd,I-PER
6467,normandiai,I-PER
6468,herceg,I-PER
6469,Blomberget,O
6470,és,O
6471,feleségét,O
6472,egy,O
6473,évre,O
6474,Capri,B-LOC
6475,szigetére,O
6476,száműzték,O
6477,.,O
6478,',O
6479,'',O
6480,Robert,B-PER
6481,Kubica,I-PER
6482,'',O
6483,',O
6484,Északnyugaton,O
6485,a,O
6486,megyehatáron,O
6487,folyik,O
6488,a,O
6489,Tisza,B-LOC
6490,",",O
6491,délen,O
6492,található,O
6493,a,O
6494,Berettyó,B-LOC
6495,és,O
6496,a,O
6497,Sebes-Körös,B-LOC
6498,.,O
6499,ÁTIRÁNYÍTÁS,O
6500,Sacy,B-LOC
6501,(,I-LOC
6502,Marne,I-LOC
6503,),I-LOC
6504,Katy,B-PER
6505,Perry,I-PER
6506,—,O
6507,Last,B-ORG
6508,Friday,I-ORG
6509,Night,I-ORG
6510,(,I-ORG
6511,T.G.I.F,I-ORG
6512,.,I-ORG
6513,),I-ORG
6514,'',O
6515,A,O
6516,Jövő,O
6517,Verrasztó,B-PER
6518,Evelyn,I-PER
6519,Mutina,B-PER
6520,Ágnes,I-PER
6521,Errefelé,O
6522,vezettek,O
6523,a,O
6524,Lengyel-,B-LOC
6525,és,O
6526,Oroszország,B-LOC
6527,felé,O
6528,vezető,O
6529,kereskedelmi,O
6530,utak,O
6531,is,O
6532,",",O
6533,amik,O
6534,hozzájárultak,O
6535,a,O
6536,városok,O
6537,fejlődéséhez,O
6538,.,O
6539,Máriavölgy,B-LOC
6540,(,O
6541,Marianka,O
6542,),O
6543,Freddie,B-PER
6544,Prinze,I-PER
6545,",",I-PER
6546,Jr,I-PER
6547,.,I-PER
6548,Makkabi,B-ORG
6549,Netánjá,I-ORG
6550,(,O
6551,"5,400",O
6552,),O
6553,Ekkor,O
6554,kezdték,O
6555,el,O
6556,érdekelni,O
6557,a,O
6558,nyugati,O
6559,",",O
6560,főleg,O
6561,a,O
6562,Potomac,B-LOC
6563,folyón,I-LOC
6564,túli,O
6565,területek,O
6566,.,O
6567,'',O
6568,Polioptila,B-LOC
6569,guianensis,I-LOC
6570,'',O
6571,Valójában,O
6572,a,O
6573,III.,B-LOC
6574,Birodalomban,I-LOC
6575,nem,O
6576,folyt,O
6577,ilyen,O
6578,fejlesztő,O
6579,munka,O
6580,",",O
6581,mert,O
6582,ezt,O
6583,Adolf,B-PER
6584,Hitler,I-PER
6585,nyomatékosan,O
6586,megtiltotta,O
6587,.,O
6588,',O
6589,'',O
6590,The,B-ORG
6591,...,I-ORG
6592,'',O
6593,',O
6594,'',O
6595,Algéria,B-LOC
6596,",",O
6597,Benin,B-LOC
6598,",",O
6599,Burkina,B-LOC
6600,Faso,I-LOC
6601,",",O
6602,Csád,B-LOC
6603,",",O
6604,Líbia,B-LOC
6605,",",O
6606,Mali,B-LOC
6607,",",O
6608,Nigéria,B-LOC
6609,',O
6610,'',O
6611,Ducati,B-ORG
6612,'',O
6613,',O
6614,Automatikus,B-ORG
6615,összeköttetés-felvétel,I-ORG
6616,és,I-ORG
6617,-fenntartás,I-ORG
6618,Skašov,B-LOC
6619,(,O
6620,falu,O
6621,",",O
6622,Plzeň-South,O
6623,),O
6624,A,O
6625,Nádasdy,B-PER
6626,Tamás,I-PER
6627,által,O
6628,irányított,O
6629,védelem,O
6630,a,O
6631,mindössze,O
6632,900,O
6633,főnyi,O
6634,védősereg,O
6635,ellenére,O
6636,–,O
6637,egészen,O
6638,addig,O
6639,–,O
6640,jól,O
6641,működött,O
6642,.,O
6643,',O
6644,'',O
6645,Aprilia,B-ORG
6646,'',O
6647,',O
6648,Mariah,B-PER
6649,Carey,I-PER
6650,—,O
6651,We,B-ORG
6652,Belong,I-ORG
6653,Together,I-ORG
6654,'',O
6655,',O
6656,'',O
6657,Welsh,B-ORG
6658,Premier,I-ORG
6659,League,I-ORG
6660,'',O
6661,',O
6662,Megyeszékhelye,O
6663,Wichita,B-LOC
6664,",",O
6665,legnagyobb,O
6666,városa,O
6667,Wichita,B-LOC
6668,.,O
6669,A,O
6670,keresésbe,O
6671,India,B-LOC
6672,is,O
6673,bekapcsolódott,O
6674,.,O
6675,',O
6676,'',O
6677,Ivan,B-PER
6678,Ljubičić,I-PER
6679,'',O
6680,',O
6681,',O
6682,'',O
6683,Alekszandar,B-PER
6684,Bajevszki,I-PER
6685,'',O
6686,',O
6687,Angola,B-LOC
6688,",",O
6689,Botswana,B-LOC
6690,",",O
6691,Burundi,B-LOC
6692,",",O
6693,a,O
6694,Comore-szigetek,B-LOC
6695,",",O
6696,Csád,B-LOC
6697,",",O
6698,a,O
6699,Dél-afrikai,B-LOC
6700,Köztársaság,I-LOC
6701,",",O
6702,Elefántcsontpart,B-LOC
6703,",",O
6704,a,O
6705,Közép-afrikai,B-LOC
6706,Köztársaság,I-LOC
6707,",",O
6708,Egyenlítői-Guinea,B-LOC
6709,",",O
6710,Eritrea,B-LOC
6711,",",O
6712,Etiópia,B-LOC
6713,",",O
6714,Gabon,B-LOC
6715,",",O
6716,Gambia,B-LOC
6717,",",O
6718,Ghána,B-LOC
6719,",",O
6720,Jemen,B-LOC
6721,",",O
6722,Kamerun,B-LOC
6723,",",O
6724,Kenya,B-LOC
6725,",",O
6726,a,O
6727,Kongói,B-LOC
6728,Demokratikus,I-LOC
6729,Köztársaság,I-LOC
6730,",",O
6731,a,O
6732,Kongói,B-LOC
6733,Köztársaság,I-LOC
6734,",",O
6735,Lesotho,B-LOC
6736,",",O
6737,Libéria,B-LOC
6738,",",O
6739,Madagaszkár,B-LOC
6740,",",O
6741,Malawi,B-LOC
6742,",",O
6743,Mali,B-LOC
6744,",",O
6745,Mozambik,B-LOC
6746,",",O
6747,Namíbia,B-LOC
6748,",",O
6749,Nigéria,B-LOC
6750,",",O
6751,Omán,B-LOC
6752,",",O
6753,Ruanda,B-LOC
6754,",",O
6755,São,B-LOC
6756,Tomé,I-LOC
6757,és,I-LOC
6758,Príncipe,I-LOC
6759,",",O
6760,Szenegál,B-LOC
6761,",",O
6762,Szomália,B-LOC
6763,",",O
6764,Szudán,B-LOC
6765,",",O
6766,Szváziföld,B-LOC
6767,",",O
6768,Tanzánia,B-LOC
6769,",",O
6770,Uganda,B-LOC
6771,",",O
6772,Zambia,B-LOC
6773,és,O
6774,Zimbabwe,B-LOC
6775,területén,O
6776,honos,O
6777,.,O
6778,Borussia,B-ORG
6779,Mönchengladbach,I-ORG
6780,(,O
6781,ezüstérmes,O
6782,),O
6783,Stadtische,O
6784,Sammlung,O
6785,",",O
6786,Hamburg,B-LOC
6787,;,O
6788,Legészakibb,O
6789,elterjedése,O
6790,Japánban,B-LOC
6791,van,O
6792,.,O
6793,Délen,O
6794,Törökországgal,B-LOC
6795,és,O
6796,Örményországgal,B-LOC
6797,határos,O
6798,",",O
6799,nyugaton,O
6800,pedig,O
6801,Adzsarával,B-LOC
6802,.,O
6803,Andre,B-PER
6804,Agassi,I-PER
6805,'',O
6806,(,O
6807,Első,O
6808,kör,O
6809,),O
6810,'',O
6811,Hazánkban,O
6812,csak,O
6813,a,O
6814,Nyíregyházi,B-ORG
6815,Állatparkban,I-ORG
6816,gondozzák,O
6817,",",O
6818,egy,O
6819,kisebb,O
6820,csapata,O
6821,él,O
6822,ott,O
6823,.,O
6824,Ez,O
6825,a,O
6826,játék,O
6827,az,O
6828,eredménye,O
6829,a,O
6830,Square,B-ORG
6831,és,O
6832,a,O
6833,The,B-ORG
6834,Walt,I-ORG
6835,Disney,I-ORG
6836,Company,I-ORG
6837,együttműködésének,O
6838,.,O
6839,Eltávolítja,O
6840,a,O
6841,rendszerszintű,O
6842,Facebook-támogatást,B-ORG
6843,Richard,B-PER
6844,Gasquet,I-PER
6845,'',O
6846,(,O
6847,Negyedik,O
6848,kör,O
6849,),O
6850,'',O
6851,ÁTIRÁNYÍTÁS,O
6852,I.,B-PER
6853,Eduárd,I-PER
6854,angol,I-PER
6855,király,I-PER
6856,Maurer,B-PER
6857,Dóra,I-PER
6858,(,O
6859,1937–,O
6860,),O
6861,grafikus,O
6862,",",O
6863,festő,O
6864,Halála,O
6865,után,O
6866,könyvtárát,O
6867,felesége,O
6868,és,O
6869,fiai,O
6870,az,O
6871,Akadémiának,B-ORG
6872,ajándékozták,O
6873,.,O
6874,Az,O
6875,odavágón,O
6876,a,O
6877,debütáló,O
6878,Kleinheisler,B-PER
6879,László,I-PER
6880,26.,O
6881,percben,O
6882,szerzett,O
6883,góljával,O
6884,sikerült,O
6885,nyerni,O
6886,az,O
6887,oslói,B-LOC
6888,Ullevaal,B-ORG
6889,Stadionban,I-ORG
6890,",",O
6891,és,O
6892,így,O
6893,1-0-ás,O
6894,előnyből,O
6895,várhattuk,O
6896,a,O
6897,hazai,O
6898,találkozót,O
6899,.,O
6900,',O
6901,'',O
6902,Alberto,B-PER
6903,Ascari,I-PER
6904,'',O
6905,',O
6906,ÁTIRÁNYÍTÁS,O
6907,Cangas,B-LOC
6908,(,I-LOC
6909,Pontevedra,I-LOC
6910,),I-LOC
6911,',O
6912,'',O
6913,Borussia,B-ORG
6914,Mönchengladbach,I-ORG
6915,'',O
6916,',O
6917,',O
6918,'',O
6919,Simone,B-PER
6920,Grotzkyj,I-PER
6921,'',O
6922,',O
6923,Ez,O
6924,az,O
6925,elfogultság,O
6926,azonban,O
6927,elfogulttá,O
6928,teszi,O
6929,a,O
6930,média,O
6931,fogyasztóit,O
6932,is,O
6933,",",O
6934,hiszen,O
6935,ezek,O
6936,a,O
6937,„kifelejtett”,O
6938,információk,O
6939,nélkülözhetetlenek,O
6940,ahhoz,O
6941,",",O
6942,hogy,O
6943,az,O
6944,emberek,O
6945,objektíven,O
6946,tudják,O
6947,megítélni,O
6948,a,O
6949,BKV-pert,O
6950,",",O
6951,Hagyó,B-PER
6952,Miklós,I-PER
6953,és,O
6954,vádlott,O
6955,társai,O
6956,ügyét,O
6957,.,O
6958,ÁTIRÁNYÍTÁS,O
6959,Loja,B-LOC
6960,(,I-LOC
6961,Spanyolország,I-LOC
6962,),I-LOC
6963,*A,O
6964,Boosey,B-ORG
6965,&,I-ORG
6966,Hawkes,I-ORG
6967,(,O
6968,2,O
6969,.,O
6970,A,O
6971,Duna,B-LOC
6972,mentén,O
6973,",",O
6974,a,O
6975,Csepel-szigeti,B-LOC
6976,''Becse,O
6977,'',O
6978,helység,O
6979,(,O
6980,ma,O
6981,Szigetbecse,B-LOC
6982,),O
6983,ugyancsak,O
6984,az,O
6985,ő,O
6986,birtokuk,O
6987,volt,O
6988,'',O
6989,.,O
6990,Toyota,B-ORG
6991,négyhengeres,O
6992,motor,O
6993,.,O
6994,DVD-n,B-ORG
6995,is,O
6996,megjelent,O
6997,Németországban,B-LOC
6998,",",O
6999,Hollandiában,B-LOC
7000,",",O
7001,Belgiumban,B-LOC
7002,",",O
7003,Franciaországban,B-LOC
7004,",",O
7005,Ausztriában,B-LOC
7006,és,O
7007,Magyarországon,B-LOC
7008,is,O
7009,.,O
7010,Király,B-PER
7011,Viktor,I-PER
7012,(,O
7013,Magneoton,O
7014,),O
7015,Kovács,B-PER
7016,Margit,I-PER
7017,(,O
7018,1902–1977,O
7019,),O
7020,Vele,O
7021,tartott,O
7022,gyermekkori,O
7023,barátja,O
7024,a,O
7025,basszusgitáros,O
7026,John,B-PER
7027,Myung,I-PER
7028,is,O
7029,.,O
7030,A,O
7031,másik,O
7032,gólszerző,O
7033,Jonathan,B-PER
7034,Woodgate,I-PER
7035,volt,O
7036,.,O
7037,',O
7038,'',O
7039,Honda,B-ORG
7040,'',O
7041,',O
7042,Badajoz,B-LOC
7043,",",O
7044,Mérida,B-LOC
7045,",",O
7046,Madrid,B-LOC
7047,",",O
7048,Zaragoza,B-LOC
7049,és,O
7050,végül,O
7051,a,O
7052,keleti,O
7053,parton,O
7054,Barcelona,B-LOC
7055,.,O
7056,Daniele,B-PER
7057,Bracciali,I-PER
7058,/,O
7059,Flavia,B-PER
7060,Pennetta,I-PER
7061,'',O
7062,(,O
7063,Visszaléptek,O
7064,),O
7065,'',O
7066,',O
7067,'',O
7068,Nigel,B-PER
7069,Mansell,I-PER
7070,'',O
7071,',O
7072,Pontoise,B-LOC
7073,–,O
7074,(,O
7075,Île-de-France,B-LOC
7076,),O
7077,',O
7078,'',O
7079,FC,B-ORG
7080,Augsburg,I-ORG
7081,'',O
7082,',O
7083,Arnold,B-PER
7084,Schwarzenegger,I-PER
7085,",",O
7086,Emilia,B-PER
7087,Clarke,I-PER
7088,",",O
7089,Jai,B-PER
7090,Courtney,I-PER
7091,",",O
7092,Jason,B-PER
7093,Clarke,I-PER
7094,",",O
7095,J.,B-PER
7096,K.,I-PER
7097,Simmons,I-PER
7098,',O
7099,'',O
7100,Hollandia,B-LOC
7101,'',O
7102,',O
7103,Sába,B-PER
7104,királynője,I-PER
7105,is,O
7106,meglátogatta,O
7107,őt,O
7108,",",O
7109,rengeteg,O
7110,ajándékot,O
7111,hozott,O
7112,",",O
7113,de,O
7114,kapott,O
7115,is,O
7116,Salamontól,O
7117,",",O
7118,akinek,O
7119,a,O
7120,bölcsességét,O
7121,megcsodálni,O
7122,jött,O
7123,.,O
7124,Ügyész,O
7125,-,O
7126,Tordy,B-PER
7127,Géza,I-PER
7128,Csetnek,B-LOC
7129,(,O
7130,Štítnik,O
7131,),O
7132,ÁTIRÁNYÍTÁS,O
7133,Brazília,B-LOC
7134,(,I-LOC
7135,település,I-LOC
7136,),I-LOC
7137,félúton,O
7138,balra,O
7139,leágazás,O
7140,van,O
7141,Baranyakisfalud,B-LOC
7142,felé,O
7143,.,O
7144,A,O
7145,tűzharcban,O
7146,hat,O
7147,túszejtőt,O
7148,megölnek,O
7149,(,O
7150,vagy,O
7151,fogolyként,O
7152,Izraelbe,B-LOC
7153,szállítanak,O
7154,),O
7155,.,O
7156,Itt,O
7157,egy,O
7158,évet,O
7159,eltöltvén,O
7160,",",O
7161,Kecskeméten,B-LOC
7162,folytatta,O
7163,a,O
7164,VIII,O
7165,.,O
7166,ÁTIRÁNYÍTÁS,O
7167,Igaz,B-ORG
7168,Jézus,I-ORG
7169,Egyház,I-ORG
7170,Marc,B-PER
7171,Rosset,I-PER
7172,'',O
7173,(,O
7174,Harmadik,O
7175,kör,O
7176,),O
7177,'',O
7178,A,O
7179,professzionális,O
7180,liga,B-ORG
7181,megalakulása,O
7182,óta,O
7183,az,O
7184,elitben,O
7185,tartózkodnak,O
7186,",",O
7187,ez,O
7188,rajtuk,O
7189,kívül,O
7190,",",O
7191,csak,O
7192,a,O
7193,Millonariosnak,O
7194,és,O
7195,az,O
7196,Santa,B-ORG
7197,Fének,I-ORG
7198,sikerült,O
7199,.,O
7200,Járt,O
7201,Palesztinában,B-LOC
7202,és,O
7203,két,O
7204,alkalommal,O
7205,Európában,B-LOC
7206,is,O
7207,.,O
7208,Peru,B-LOC
7209,délkeleti,O
7210,részén,O
7211,honos,O
7212,.,O
7213,**Államfő,O
7214,-,O
7215,Óscar,B-PER
7216,Arias,I-PER
7217,Sánchez,I-PER
7218,(,O
7219,1986–1990,O
7220,),O
7221,",",O
7222,lista,B-ORG
7223,Céljuk,O
7224,egy,O
7225,fegyveres,O
7226,harc,O
7227,kirobbantása,O
7228,volt,O
7229,",",O
7230,melynek,O
7231,végén,O
7232,kivívták,O
7233,volna,O
7234,Mexikó,B-LOC
7235,függetlenségét,O
7236,.,O
7237,Északnyugat,O
7238,felé,O
7239,Liguria,B-LOC
7240,",",O
7241,északon,O
7242,Emilia-Romagna,B-LOC
7243,",",O
7244,keleten,O
7245,Marche,B-LOC
7246,és,O
7247,Umbria,B-LOC
7248,",",O
7249,délen,O
7250,Lazio,B-LOC
7251,határolja,O
7252,.,O
7253,ÁTIRÁNYÍTÁS,O
7254,Alekszandr,B-PER
7255,Mihajlovics,I-PER
7256,Ovecskin,I-PER
7257,1980-1984,O
7258,között,O
7259,",",O
7260,valamint,O
7261,1989-1998,O
7262,között,O
7263,a,O
7264,Miskolci,B-ORG
7265,Nemzeti,I-ORG
7266,Színház,I-ORG
7267,tagja,O
7268,volt,O
7269,.,O
7270,ÁTIRÁNYÍTÁS,O
7271,Orsa,B-LOC
7272,(,I-LOC
7273,Fehéroroszország,I-LOC
7274,),I-LOC
7275,Ezután,O
7276,a,O
7277,Balmazújvárosnak,B-ORG
7278,is,O
7279,betalált,O
7280,(,O
7281,2–2,O
7282,),O
7283,.,O
7284,Nyugatnémet,B-ORG
7285,bajnokság,I-ORG
7286,(,I-ORG
7287,Bundesliga,I-ORG
7288,),I-ORG
7289,A,O
7290,magyar,B-ORG
7291,csapat,I-ORG
7292,az,O
7293,ötödik,O
7294,helyen,O
7295,végzett,O
7296,.,O
7297,Ur,B-LOC
7298,",",O
7299,ősi,O
7300,város,O
7301,Mezopotámiában,B-LOC
7302,'',O
7303,Bajnokság,B-ORG
7304,'',O
7305,',O
7306,Rafael,B-PER
7307,van,I-PER
7308,der,I-PER
7309,Vaart,I-PER
7310,Planet,B-ORG
7311,Rock,I-ORG
7312,:,I-ORG
7313,The,I-ORG
7314,Album,I-ORG
7315,A,O
7316,teret,O
7317,Luigi,B-PER
7318,Vanvitelli,I-PER
7319,alakította,O
7320,át,O
7321,.,O
7322,ÁTIRÁNYÍTÁS,O
7323,2002–2003-as,B-LOC
7324,spanyol,I-LOC
7325,labdarúgó-bajnokság,I-LOC
7326,(,I-LOC
7327,első,I-LOC
7328,osztály,I-LOC
7329,),I-LOC
7330,'',O
7331,Svédország,B-ORG
7332,'',O
7333,',O
7334,Jacques,B-PER
7335,Brel,I-PER
7336,",",O
7337,(,O
7338,1929–1978,O
7339,),O
7340,ÁTIRÁNYÍTÁS,O
7341,Riaño,B-LOC
7342,(,I-LOC
7343,León,I-LOC
7344,),I-LOC
7345,Matthew,B-PER
7346,Flinders,I-PER
7347,tengerész,O
7348,",",O
7349,felfedező,O
7350,Olyan,O
7351,neves,O
7352,csapatok,O
7353,tartalékai,O
7354,fordultak,O
7355,meg,O
7356,itt,O
7357,",",O
7358,mint,O
7359,az,O
7360,Aston,B-ORG
7361,Villa,I-ORG
7362,vagy,O
7363,a,O
7364,Wolverhampton,B-ORG
7365,Wanderers,I-ORG
7366,.,O
7367,Ahogy,O
7368,az,O
7369,Colin,B-PER
7370,Chapmannel,I-PER
7371,is,O
7372,történt,O
7373,Jim,B-PER
7374,Clark,I-PER
7375,halálát,O
7376,követően,O
7377,",",O
7378,Courage,B-PER
7379,balesete,O
7380,után,O
7381,Frank,B-PER
7382,Williams,I-PER
7383,sem,O
7384,akart,O
7385,egyetlen,O
7386,versenyzőjéhez,O
7387,sem,O
7388,igazán,O
7389,közel,O
7390,kerülni,O
7391,.,O
7392,Csire,B-PER
7393,Gabriella,I-PER
7394,–,O
7395,szerkesztő,O
7396,és,O
7397,munkatárs,O
7398,1959-,O
7399,ÁTIRÁNYÍTÁS,O
7400,Warner,B-ORG
7401,Music,I-ORG
7402,Group,I-ORG
7403,',O
7404,'',O
7405,Ankara,B-LOC
7406,'',O
7407,',O
7408,Egy,O
7409,autóátépítő,O
7410,műhelyt,O
7411,is,O
7412,vezet,O
7413,Tezzo,O
7414,néven,O
7415,",",O
7416,ami,O
7417,az,O
7418,olasz,B-LOC
7419,autókra,O
7420,szakosodott,O
7421,.,O
7422,Freefonix,B-ORG
7423,–,I-ORG
7424,A,I-ORG
7425,zenebetyárok,I-ORG
7426,',O
7427,'',O
7428,Belgium,B-LOC
7429,'',O
7430,',O
7431,tudat,B-PER
7432,(,O
7433,''viññāṇa,O
7434,'',O
7435,•,O
7436,''vijñāna,O
7437,'',O
7438,),O
7439,New,B-LOC
7440,York,I-LOC
7441,",",O
7442,Amerikai,B-LOC
7443,Egyesült,I-LOC
7444,Államok,I-LOC
7445,',O
7446,'',O
7447,Maverick,B-PER
7448,Viñales,I-PER
7449,'',O
7450,',O
7451,Jablonec,B-LOC
7452,nad,I-LOC
7453,Jizerou,I-LOC
7454,(,O
7455,város,O
7456,",",O
7457,Semily,O
7458,),O
7459,',O
7460,'',O
7461,Denny,B-PER
7462,Hulme,I-PER
7463,'',O
7464,',O
7465,Skunk,B-ORG
7466,Fu,I-ORG
7467,–,I-ORG
7468,Balhé,I-ORG
7469,a,I-ORG
7470,völgyben,I-ORG
7471,'',O
7472,A,O
7473,szeleukidák,B-LOC
7474,visszatérését,O
7475,sorozatos,O
7476,szövetségekkel,O
7477,sikerült,O
7478,megakadályoznia,O
7479,.,O
7480,A,O
7481,döntőben,O
7482,honfitársa,O
7483,Venyiamin,B-PER
7484,Resetnyikov,I-PER
7485,bizonyult,O
7486,jobbnak,O
7487,nála,O
7488,.,O
7489,Aragóniai,B-PER
7490,Alfonz,I-PER
7491,innen,O
7492,irányította,O
7493,hadait,O
7494,a,O
7495,Nápolyi,B-LOC
7496,Királyság,I-LOC
7497,elfoglalására,O
7498,.,O
7499,1974-1977,O
7500,között,O
7501,a,O
7502,Magyar,B-ORG
7503,Tudományos,I-ORG
7504,Akadémia,I-ORG
7505,Irodalomtudományi,O
7506,Intézetének,O
7507,aspiránsa,O
7508,volt,O
